name,value,year,lastValue,category
Instagram,289473684,2014.2,268421053,Social
Instagram,310526316,2014.3,289473684,Social
Instagram,331578947,2014.4,310526316,Social
Instagram,352631579,2014.5,331578947,Social
Instagram,373684211,2014.6,352631579,Social
Instagram,394736842,2014.7,373684211,Social
Instagram,415789474,2014.8,394736842,Social
Instagram,436842105,2014.9,415789474,Social
Instagram,457894737,2015.0,436842105,Social
Instagram,478947368,2015.1,457894737,Social
Instagram,500000000,2015.2,478947368,Social
Instagram,533333333,2015.3,500000000,Social
Instagram,566666667,2015.4,533333333,Social
Instagram,600000000,2015.5,566666667,Social
Instagram,633333333,2015.6,600000000,Social
Instagram,666666667,2015.7,633333333,Social
Instagram,700000000,2015.8,666666667,Social
Instagram,733333333,2015.9,700000000,Social
Instagram,766666667,2016.0,733333333,Social
Instagram,800000000,2016.1,766666667,Social
Instagram,833333333,2016.2,800000000,Social
Instagram,866666667,2016.3,833333333,Social
Instagram,900000000,2016.4,866666667,Social
Instagram,933333333,2016.5,900000000,Social
Instagram,966666667,2016.6,933333333,Social
Instagram,1000000000,2016.7,966666667,Social
Instagram,1000000000,2016.8,1000000000,Social
Instagram,1000000000,2016.9,1000000000,Social
Instagram,1000000000,2017.0,1000000000,Social
Instagram,1000000000,2017.1,1000000000,Social
Instagram,1000000000,2017.2,1000000000,Social
Instagram,1000000000,2017.3,1000000000,Social
Instagram,1000000000,2017.4,1000000000,Social
Instagram,1000000000,2017.5,1000000000,Social
Instagram,1000000000,2017.6,1000000000,Social
Instagram,1000000000,2017.7,1000000000,Social
Instagram,1000000000,2017.8,1000000000,Social
Instagram,1000000000,2017.9,1000000000,Social
Instagram,1000000000,2018.0,1000000000,Social
Instagram,1000000000,2018.1,1000000000,Social
Instagram,1000000000,2018.2,1000000000,Social
Instagram,1000000000,2018.3,1000000000,Social
Instagram,1000000000,2018.4,1000000000,Social
Instagram,1000000000,2018.5,1000000000,Social
Instagram,1000000000,2018.6,1000000000,Social
Instagram,1000000000,2018.7,1000000000,Social
Instagram,1000000000,2018.8,1000000000,Social
Instagram,1000000000,2018.9,1000000000,Social
Instagram,1000000000,2019.0,1000000000,Social
Instagram,1000000000,2019.1,1000000000,Social
Instagram,1000000000,2019.2,1000000000,Social
Instagram,1000000000,2019.3,1000000000,Social
Instagram,1000000000,2019.4,1000000000,Social
Instagram,1000000000,2019.5,1000000000,Social
Instagram,1000000000,2019.6,1000000000,Social
Instagram,1000000000,2019.7,1000000000,Social
Instagram,1000000000,2019.8,1000000000,Social
Instagram,1000000000,2019.9,1000000000,Social
Instagram,1000000000,2020.0,1000000000,Social
Instagram,1000000000,2020.1,1000000000,Social
Instagram,1000000000,2020.2,1000000000,Social
Instagram,1000000000,2020.3,1000000000,Social
Subway Surfers,500000,2012.8,0,Game Arcade
Subway Surfers,10000000,2012.9,500000,Game Arcade
Subway Surfers,30000000,2013.0,10000000,Game Arcade
Subway Surfers,50000000,2013.1,30000000,Game Arcade
Subway Surfers,50000000,2013.2,50000000,Game Arcade
Subway Surfers,60000000,2013.3,50000000,Game Arcade
Subway Surfers,70000000,2013.4,60000000,Game Arcade
Subway Surfers,80000000,2013.5,70000000,Game Arcade
Subway Surfers,90000000,2013.6,80000000,Game Arcade
Subway Surfers,100000000,2013.7,90000000,Game Arcade
Subway Surfers,120000000,2013.8,100000000,Game Arcade
Subway Surfers,140000000,2013.9,120000000,Game Arcade
Subway Surfers,160000000,2014.0,140000000,Game Arcade
Subway Surfers,180000000,2014.1,160000000,Game Arcade
Subway Surfers,200000000,2014.2,180000000,Game Arcade
Subway Surfers,220000000,2014.3,200000000,Game Arcade
Subway Surfers,240000000,2014.4,220000000,Game Arcade
Subway Surfers,260000000,2014.5,240000000,Game Arcade
Subway Surfers,280000000,2014.6,260000000,Game Arcade
Subway Surfers,300000000,2014.7,280000000,Game Arcade
Subway Surfers,320000000,2014.8,300000000,Game Arcade
Subway Surfers,340000000,2014.9,320000000,Game Arcade
Subway Surfers,360000000,2015.0,340000000,Game Arcade
Subway Surfers,380000000,2015.1,360000000,Game Arcade
Subway Surfers,400000000,2015.2,380000000,Game Arcade
Subway Surfers,420000000,2015.3,400000000,Game Arcade
Subway Surfers,440000000,2015.4,420000000,Game Arcade
Subway Surfers,460000000,2015.5,440000000,Game Arcade
Subway Surfers,480000000,2015.6,460000000,Game Arcade
Subway Surfers,500000000,2015.7,480000000,Game Arcade
Subway Surfers,520000000,2015.8,500000000,Game Arcade
Subway Surfers,540000000,2015.9,520000000,Game Arcade
Subway Surfers,560000000,2016.0,540000000,Game Arcade
Subway Surfers,580000000,2016.1,560000000,Game Arcade
Subway Surfers,600000000,2016.2,580000000,Game Arcade
Subway Surfers,620000000,2016.3,600000000,Game Arcade
Subway Surfers,640000000,2016.4,620000000,Game Arcade
Subway Surfers,660000000,2016.5,640000000,Game Arcade
Subway Surfers,680000000,2016.6,660000000,Game Arcade
Subway Surfers,700000000,2016.7,680000000,Game Arcade
Subway Surfers,720000000,2016.8,700000000,Game Arcade
Subway Surfers,740000000,2016.9,720000000,Game Arcade
Subway Surfers,760000000,2017.0,740000000,Game Arcade
Subway Surfers,780000000,2017.1,760000000,Game Arcade
Subway Surfers,800000000,2017.2,780000000,Game Arcade
Subway Surfers,820000000,2017.3,800000000,Game Arcade
Subway Surfers,840000000,2017.4,820000000,Game Arcade
Subway Surfers,860000000,2017.5,840000000,Game Arcade
Subway Surfers,880000000,2017.6,860000000,Game Arcade
Subway Surfers,900000000,2017.7,880000000,Game Arcade
Subway Surfers,920000000,2017.8,900000000,Game Arcade
Subway Surfers,940000000,2017.9,920000000,Game Arcade
Subway Surfers,960000000,2018.0,940000000,Game Arcade
Subway Surfers,980000000,2018.1,960000000,Game Arcade
Subway Surfers,1000000000,2018.2,980000000,Game Arcade
Subway Surfers,1000000000,2018.3,1000000000,Game Arcade
Subway Surfers,1000000000,2018.4,1000000000,Game Arcade
Subway Surfers,1000000000,2018.5,1000000000,Game Arcade
Subway Surfers,1000000000,2018.6,1000000000,Game Arcade
Subway Surfers,1000000000,2018.7,1000000000,Game Arcade
Subway Surfers,1000000000,2018.8,1000000000,Game Arcade
Subway Surfers,1000000000,2018.9,1000000000,Game Arcade
Subway Surfers,1000000000,2019.0,1000000000,Game Arcade
Subway Surfers,1000000000,2019.1,1000000000,Game Arcade
Subway Surfers,1000000000,2019.2,1000000000,Game Arcade
Subway Surfers,1000000000,2019.3,1000000000,Game Arcade
Subway Surfers,1000000000,2019.4,1000000000,Game Arcade
Subway Surfers,1000000000,2019.5,1000000000,Game Arcade
Subway Surfers,1000000000,2019.6,1000000000,Game Arcade
Subway Surfers,1000000000,2019.7,1000000000,Game Arcade
Subway Surfers,1000000000,2019.8,1000000000,Game Arcade
Subway Surfers,1000000000,2019.9,1000000000,Game Arcade
Subway Surfers,1000000000,2020.0,1000000000,Game Arcade
Subway Surfers,1000000000,2020.1,1000000000,Game Arcade
Subway Surfers,1000000000,2020.2,1000000000,Game Arcade
Subway Surfers,1000000000,2020.3,1000000000,Game Arcade
Microsoft OneDrive,100000,2012.7,0,Productivity
Microsoft OneDrive,750000,2012.9,100000,Productivity
Microsoft OneDrive,1000000,2013.0,750000,Productivity
Microsoft OneDrive,1400000,2013.1,1000000,Productivity
Microsoft OneDrive,1800000,2013.2,1400000,Productivity
Microsoft OneDrive,2200000,2013.3,1800000,Productivity
Microsoft OneDrive,2600000,2013.4,2200000,Productivity
Microsoft OneDrive,3000000,2013.5,2600000,Productivity
Microsoft OneDrive,3400000,2013.6,3000000,Productivity
Microsoft OneDrive,3800000,2013.7,3400000,Productivity
Microsoft OneDrive,4200000,2013.8,3800000,Productivity
Microsoft OneDrive,4600000,2013.9,4200000,Productivity
Microsoft OneDrive,5000000,2014.0,4600000,Productivity
Microsoft OneDrive,5555556,2014.1,5000000,Productivity
Microsoft OneDrive,6111111,2014.2,5555556,Productivity
Microsoft OneDrive,6666667,2014.3,6111111,Productivity
Microsoft OneDrive,7222222,2014.4,6666667,Productivity
Microsoft OneDrive,7777778,2014.5,7222222,Productivity
Microsoft OneDrive,8333333,2014.6,7777778,Productivity
Microsoft OneDrive,8888889,2014.7,8333333,Productivity
Microsoft OneDrive,9444444,2014.8,8888889,Productivity
Microsoft OneDrive,10000000,2014.9,9444444,Productivity
Microsoft OneDrive,13636364,2015.0,10000000,Productivity
Microsoft OneDrive,17272727,2015.1,13636364,Productivity
Microsoft OneDrive,20909091,2015.2,17272727,Productivity
Microsoft OneDrive,24545455,2015.3,20909091,Productivity
Microsoft OneDrive,28181818,2015.4,24545455,Productivity
Microsoft OneDrive,31818182,2015.5,28181818,Productivity
Microsoft OneDrive,35454545,2015.6,31818182,Productivity
Microsoft OneDrive,39090909,2015.7,35454545,Productivity
Microsoft OneDrive,42727273,2015.8,39090909,Productivity
Microsoft OneDrive,46363636,2015.9,42727273,Productivity
Microsoft OneDrive,50000000,2016.0,46363636,Productivity
Microsoft OneDrive,50000000,2016.1,50000000,Productivity
Microsoft OneDrive,62500000,2016.2,50000000,Productivity
